patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
4fdc6e1b-edcb-4cb6-8692-dc639424aed5,Quý ông Minh Trần,252280983855,30/05/1968,0537794420,nhoang@example.net,"4 Phạm Ngõ, Thành phố JohnHuyện, 369467",Huyết áp cao,11.5,An Thế Bùi,04/02/2026
a6846099-f729-4951-8591-31d2bbda0242,Anh Hưng Vũ,277992159690,28/02/2001,0560028217,john87@example.org,"88 Bùi Đường, Huyện JohnQuận, 888848",Khỏe mạnh,11.41,Nhiên Hoàng,10/03/2026
4797b2c9-5720-4246-8223-623bcc3ebdde,Anh Thị Hoàng,020495888920,02/09/2005,0382130228,john67@example.org,"82 Dương Ngõ, JohnThị xã, 672575",Khỏe mạnh,4.38,Khoa Lê,13/03/2026
58007c02-87ea-4ff5-8db0-674679279973,Tú Thế Mai,454147669250,10/02/1997,0705830967,dangjohn@example.com,"320 Jane Dãy, JohnThành phố, 116269",Tim mạch,4.86,Châu Bùi,03/01/2026
4639447b-2067-4dac-88bd-13d1b540b30e,Bảo Bảo Dương,110151826178,13/02/1975,0549060515,ydang@example.org,"20 Jane Ngõ, Thị xã JaneThị xã, 110043",Tiểu đường,11.83,Khoa Phú Mai,30/01/2026
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,An Lê,017731402497,25/06/1951,0889490874,john76@example.com,"833 Mai Số, Huyện JohnPhường, 615760",Tim mạch,9.1,Hưng Vũ,03/02/2026
00af5b3a-2812-459a-9337-739e8d4f5d27,Ông Thành Mai,238816471439,20/10/1939,0787300118,jane50@example.org,"1 Hoàng Làng, Thành phố JohnQuận, 612860",Khỏe mạnh,6.18,Chị Vân Hoàng,12/01/2026
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Bà Yến Mai,988952762295,24/02/1999,0909005957,ybui@example.com,"86 John Đường, Quận JaneQuận, 407422",Huyết áp cao,10.04,Minh Thị Bùi,22/04/2026
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Quý cô Mai Nguyễn,983974264597,06/09/1994,0813897264,xdang@example.com,"9 Dương Tổ, JaneXã, 621210",Huyết áp cao,10.7,Bảo Vũ,03/03/2026
f85e06a1-1dad-49b2-92c2-1221409d3602,Chị Ánh Lê,439281554397,26/03/1998,0867042616,jane62@example.org,"57 Phạm Ngõ, JohnPhường, 647543",Huyết áp cao,10.38,Chị Duyên Trần,16/02/2026
8d03c91e-4f8d-4238-a88b-78b5b5b453ca,Hưng Bùi,645236664508,17/01/1948,0773924136,jmai@example.org,"447 Jane Ngõ, JohnThành phố, 357607",Tiểu đường,4.1,Quang Hoàng,09/04/2026
dd30de89-22f2-45f2-a11b-868dbf0d073d,Quý cô Dương Vũ,560133508205,13/08/1981,0821971753,john88@example.org,"02 John Số, Thành phố JaneThành phố, 579980",Huyết áp cao,11.77,Quang Hoàng Dương,09/01/2026
b489d070-7914-48a8-bea4-ff31517400f8,Cô Yến Nguyễn,914885093887,25/05/1940,0759550161,johnduong@example.org,"9 Phạm Hẻm, Thành phố JohnQuận, 871578",Huyết áp cao,11.27,An Mai,02/05/2026
7cea2045-c268-483e-a32f-2e63b7fddd71,Bảo Nguyễn,779223451046,24/04/1967,0701384366,janele@example.org,"5 John Làng, Thị xã JanePhường, 653391",Khỏe mạnh,6.42,An Nguyễn,20/04/2026
2b840c67-2e18-4554-8ae2-8e66ae8a7813,Quý ông Khoa Lê,992965181774,19/02/1968,0334038227,johnmai@example.net,"7 Jane Dãy, JaneXã, 413708",Tim mạch,11.93,Bà Ngọc Nguyễn,28/02/2026
da743152-627b-41a1-bfd6-f23232ffe294,Anh Vũ,530831937758,18/03/1984,0920376686,duongjane@example.net,"56 Hoàng Số, Quận JohnThành phố, 118182",Tim mạch,8.24,Cô Hạnh Dương,01/03/2026
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,Thảo Nguyễn,066922396505,29/10/1979,0313286348,johnvu@example.com,"436 Jane Đường, Thành phố JohnThành phố, 684590",Huyết áp cao,11.29,Mai Nguyễn,28/01/2026
dc322c97-39c1-4262-b76c-8edec1101266,Quang Vũ,390520806534,22/01/1989,0801267478,jduong@example.com,"888 John Dãy, JohnHuyện, 557402",Khỏe mạnh,3.91,An Bùi,04/05/2026
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Quý cô Linh Đặng,091109757808,20/05/1954,0392156710,nmai@example.org,"185 John Dãy, JohnThành phố, 797198",Huyết áp cao,4.42,Chi Mai,21/03/2026
08601833-479d-4cda-b396-ea37f065c817,Lâm Thế Mai,709027686211,30/06/1967,0929511222,janevu@example.net,"992 Nguyễn Tổ, JaneThị xã, 945884",Tim mạch,4.87,Quý cô Thành Bùi,10/02/2026
dea45c19-d024-4d72-b748-967f961d33ba,Thảo Mai,533564076084,29/09/1935,0789102828,janebui@example.com,"50 John Đường, JohnThành phố, 125971",Tiểu đường,3.57,Hà Mai Bùi,13/04/2026
79eb4168-1045-46e5-bee3-eb791d181ee9,Bà Khoa Lê,932454973290,15/03/1950,0700025277,janebui@example.org,"17 Trần Tổ, Thị xã JaneHuyện, 924555",Tim mạch,5.1,Quý cô Mai Phạm,25/01/2026
95da75c1-a211-40f9-9fd3-4579466772ce,Linh Phạm,032967835111,01/03/2004,0944304166,maijane@example.org,"15 John Tổ, Huyện JohnQuận, 171257",Tiểu đường,4.46,Khoa Mai,14/03/2026
ec48bf55-afd3-40c4-a713-582cf41ea3ac,Quý ông Vũ Đặng,450945204678,18/01/1948,0717625502,johnvu@example.net,"74 Vũ Số, Quận JohnQuận, 266188",Tiểu đường,6.36,Kim Mai,10/03/2026
36760ce5-81e5-49f6-93f2-77cc1a85910d,Bác Nam Mai,370426242677,04/01/1983,0342190093,johnle@example.com,"501 Jane Hẻm, JohnThị xã, 506345",Tiểu đường,3.53,Nhật Dương,14/01/2026
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,Ánh Bùi,912567505607,21/08/1964,0776069275,jane61@example.net,"96 Jane Đường, Thành phố JaneThị xã, 815145",Tiểu đường,10.92,Trọng Hoàng,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,Hoàng Tấn Phạm,907703767440,03/08/2001,0373778235,johnle@example.org,"34 John Ngõ, JohnQuận, 869927",Huyết áp cao,6.24,Bà Duyên Đặng,14/02/2026
ab05347f-d556-437d-8f08-81ee8011316b,Khoa Mai Đặng,414086605517,23/09/1994,0877562970,phamjane@example.com,"9 Bùi Hẻm, Thị xã JohnHuyện, 203873",Khỏe mạnh,11.61,Hà Trí Phạm,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,Chị Hải Nguyễn,263143348058,26/07/1981,0774098711,john53@example.com,"95 John Làng, JaneHuyện, 202157",Tim mạch,9.31,Quang Xuân Lê,08/05/2026
c5d95f51-f387-41bd-ad59-72c6134a5a2f,Cô Lâm Dương,378045719839,15/06/1996,0925174395,janebui@example.com,"216 Đặng Tổ, JohnThị xã, 737658",Huyết áp cao,7.92,Bác Anh Mai,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Duyên Nguyễn,678827576326,15/05/2004,0974894944,fbui@example.net,"7 John Dãy, Huyện JohnThành phố, 861447",Tiểu đường,6.05,Chị Linh Lê,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,Cô Phương Mai,261798789534,01/02/1988,0807289128,cle@example.org,"95 Hoàng Ngõ, JaneHuyện, 886349",Khỏe mạnh,9.52,Tùng Đức Dương,26/01/2026
15b02530-f020-4992-b576-255e98549f22,Cô Ngọc Đặng,031451484361,24/01/1980,0329073721,nguyenjohn@example.com,"3 Trần Tổ, Thành phố JanePhường, 395398",Huyết áp cao,6.98,Bác Nhiên Trần,13/04/2026
e05b46c5-5636-4094-a974-31db09a9d1c1,Bác Tùng Đặng,195174220282,21/12/1959,0329671994,duongjohn@example.org,"151 Dương Tổ, Thị xã JanePhường, 280471",Khỏe mạnh,10.66,Ngọc Dương,08/04/2026
297ca4ff-f75d-499f-ab2d-5b0987079ad4,Ông Trọng Lê,496051077351,17/06/1942,0792567367,ihoang@example.org,"04 Mai Dãy, JaneThành phố, 173728",Khỏe mạnh,9.02,Bác Thành Bùi,11/01/2026
3c5bf3a7-5fbb-40b1-8083-89c8657e01c9,Cô Vi Đặng,894589066683,13/03/1939,0983502225,duongjohn@example.net,"51 Nguyễn Số, Thị xã JaneHuyện, 290154",Huyết áp cao,11.27,Hải Dương,16/02/2026
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,Cô Linh Hoàng,209041967753,12/06/1950,0509243879,buijane@example.net,"74 Nguyễn Số, Thành phố JohnThành phố, 380633",Huyết áp cao,9.77,Bảo Bảo Lê,14/01/2026
81e03a5e-8b48-4496-86ab-d4e7f4124360,Kim Mai,592887680690,14/04/1941,0708542619,johnhoang@example.net,"1 Đặng Tổ, Thành phố JohnXã, 390836",Tiểu đường,6.94,Dương Vũ,13/01/2026
752a7d25-f190-4b7e-86b4-69efb74eba93,Vi Dương,009442230443,27/04/1941,0524202036,phamjane@example.net,"395 Đặng Đường, JohnThành phố, 820373",Khỏe mạnh,9.89,Bảo Quang Dương,17/03/2026
7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,Lâm Hải Bùi,882054787542,08/08/1946,0572964912,lejane@example.com,"078 Bùi Tổ, JaneXã, 713591",Khỏe mạnh,11.63,Chị Khoa Dương,10/03/2026
46494296-6f58-42c3-bf86-cc319d66e815,Khoa Đức Mai,003024925068,21/10/1984,0580744144,qhoang@example.org,"99 John Dãy, Quận JaneHuyện, 134640",Tiểu đường,10.13,Phương Trần,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,Bà Ánh Vũ,562203575672,20/11/1938,0812276910,tranjane@example.org,"992 Jane Số, Thành phố JaneThành phố, 375555",Tiểu đường,8.04,Tùng Hoàng,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Phương Phú Hoàng,878224592696,20/01/1959,0781571815,vvu@example.com,"270 Phạm Làng, Thị xã JohnThành phố, 848689",Tim mạch,11.49,Bà Hải Mai,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,Phương Trần,560468638711,09/10/2005,0835191706,wpham@example.com,"540 Jane Tổ, Thị xã JanePhường, 307067",Tim mạch,4.35,Tú Dương,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Ông Vũ Mai,039851047384,19/12/2007,0368296739,knguyen@example.net,"69 John Dãy, Thành phố JaneHuyện, 593901",Tiểu đường,11.02,Nhật Thế Dương,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Bà Linh Đặng,091103834732,16/04/1945,0336989514,john21@example.com,"39 Phạm Tổ, JanePhường, 965633",Tiểu đường,8.2,Cô Lâm Nguyễn,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Bà Nhật Dương,266414256885,23/08/1987,0824095453,khoang@example.net,"1 Nguyễn Khu, Quận JaneHuyện, 717801",Khỏe mạnh,8.92,Bà Nhật Bùi,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,An Nguyễn,020676858377,27/12/1949,0759913424,phamjohn@example.com,"420 John Hẻm, JanePhường, 753591",Tim mạch,10.58,Nhật Trần,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Chị Ngọc Bùi,160725608651,14/06/1962,0799634206,janedang@example.com,"7 Jane Đường, Thị xã JohnPhường, 752910",Tim mạch,11.72,Vi Dương,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Quý ông Khoa Lê,473534472136,29/06/1985,0522576329,znguyen@example.org,"304 John Dãy, JohnQuận, 984176",Tiểu đường,9.28,Bà Phương Lê,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Lan Hoàng,614875971545,09/05/1992,0560837292,jane60@example.org,"3 Nguyễn Dãy, JohnHuyện, 152726",Huyết áp cao,11.7,Tú Văn Phạm,05/05/2026
9c2dfa97-43ad-4d62-b17c-fb21cdbc2c1c,Huy Đặng,822971106472,26/12/1975,0328557034,dpham@example.org,"600 John Làng, JohnThị xã, 579606",Tim mạch,7.83,Chị Hồng Bùi,16/01/2026
a7edc8d8-713f-4f8c-ac8b-e53758ab4778,Quang Quang Đặng,841687556549,10/11/1962,0922820593,john89@example.com,"3 Dương Làng, JohnPhường, 921445",Tim mạch,6.44,Nhật Mai Bảo Vũ,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Chị Yến Phạm,064503773115,04/05/2000,0854284436,jane18@example.org,"722 Trần Ngõ, Quận JaneThị xã, 220766",Tiểu đường,5.18,Bà Lan Đặng,08/01/2026
9a4ffc0c-9165-42ed-8c63-6e95025f5543,Chị Linh Nguyễn,690340226141,12/03/1997,0749570215,johnbui@example.org,"742 Jane Làng, Thành phố JohnHuyện, 974330",Huyết áp cao,4.08,Cô Nhật Vũ,25/03/2026
669d01ff-1634-425b-93f3-007383e96ef4,Hải Trần,527907975890,04/05/2000,0546338170,hoangjohn@example.com,"83 John Hẻm, JanePhường, 741570",Khỏe mạnh,10.6,Chi Bùi,02/03/2026
ea87855e-a382-45d3-9e0e-f546b0b6dedf,Bác Thành Nguyễn,466986555652,01/06/1965,0957071540,johnnguyen@example.org,"43 Nguyễn Số, Thành phố JaneQuận, 938432",Tim mạch,7.0,Quý cô Hà Vũ,09/04/2026
265cb9d9-8962-4f6e-929c-93b333c08bf1,Trung Nguyễn,046242098930,07/03/1951,0780164268,tranjane@example.net,"326 Lê Số, Thị xã JohnThành phố, 165511",Huyết áp cao,8.26,Kim Bảo Lê,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Lan Dương,539805180527,01/10/1944,0540166072,vujane@example.net,"8 Jane Dãy, JaneThị xã, 638210",Tim mạch,6.41,Ông Trọng Vũ,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Hưng Thế Lê,512125097999,19/12/1975,0925116666,buijane@example.net,"9 John Tổ, JohnPhường, 182705",Huyết áp cao,4.6,Bảo Hoàng Nguyễn,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Hải Hoàng Dương,779068642459,08/02/1990,0384235197,dangjane@example.net,"16 Hoàng Làng, JohnThành phố, 782538",Huyết áp cao,10.81,Anh Vũ Bùi,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Bà Nhật Bùi,136695162433,27/09/1941,0966012241,wvu@example.org,"7 Bùi Dãy, JaneHuyện, 867378",Huyết áp cao,8.54,Tùng Phạm,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Quý cô Nhật Vũ,619647048598,11/12/1947,0763772242,cpham@example.org,"830 John Làng, Huyện JohnHuyện, 847658",Khỏe mạnh,5.24,Quý ông Minh Mai,17/02/2026
345af934-b42a-4d93-9aba-0f15b2149062,Quý cô Hạnh Đặng,088428641855,02/03/1987,0316656585,gdang@example.com,"9 Trần Đường, JohnQuận, 947232",Tim mạch,11.97,Trung Quang Nguyễn,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Bảo Vũ,976890844330,02/04/1980,0896441078,buijohn@example.net,"50 John Dãy, Thị xã JohnThành phố, 308003",Huyết áp cao,7.0,Bà Lâm Hoàng,15/01/2026
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,Xuân Phạm,313200814727,09/11/1966,0381832393,choang@example.com,"05 Jane Khu, Quận JohnXã, 748128",Tiểu đường,4.98,Quý cô Ánh Đặng,04/01/2026
ac8d6c7d-b2a6-4468-902b-124380913ac1,Hải Đặng,239541283603,23/09/2006,0968649337,maijane@example.net,"504 John Dãy, JohnPhường, 502253",Tiểu đường,4.54,Kim Đặng,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Lâm Thị Phạm,482494670380,12/08/1946,0710065238,tranjohn@example.net,"71 Vũ Làng, JohnThị xã, 977592",Khỏe mạnh,8.41,Xuân Bùi,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Trung Văn Vũ,683615542483,25/12/1954,0808281514,xbui@example.org,"9 Lê Tổ, Huyện JohnThành phố, 713327",Tim mạch,10.56,Minh Dương,30/04/2026
f80b2cea-658e-44a2-9879-cf35f4719986,Vũ Trí Mai,269261630979,17/02/2002,0543007860,kle@example.org,"532 John Dãy, JohnPhường, 683651",Tim mạch,4.18,Nhật Trí Mai,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Cô Kim Bùi,462670438875,29/03/1947,0943505324,nguyenjohn@example.com,"739 Jane Làng, JohnPhường, 909672",Khỏe mạnh,5.84,Linh Bùi,17/02/2026
af70de70-2b69-495e-8567-1b58926bffa5,Kim Văn Đặng,879929442608,05/05/1976,0527208011,john38@example.net,"169 Lê Dãy, Thành phố JohnPhường, 280811",Tiểu đường,5.73,Yến Lê,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Hưng Trần,770619129354,19/11/1953,0933245150,ldang@example.com,"072 Nguyễn Số, JaneThị xã, 121828",Khỏe mạnh,6.88,Kim Hoàng Đặng,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Hạnh Văn Mai,900985741647,08/10/1944,0701523278,nguyenjohn@example.org,"730 Lê Đường, JohnThành phố, 762690",Huyết áp cao,6.85,Xuân Mai,15/04/2026
15c1604f-ea16-4354-a35f-c9c198049562,Phương Mai Bảo Mai,999636537509,30/12/1957,0537477279,mmai@example.com,"Quận JohnXã, 3 John Ngõ, 304900",Huyết áp cao,8.75,Anh Nam Nguyễn,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Quang Đức Lê,550035682215,07/10/1982,0862814276,johnpham@example.net,"76 Trần Số, JanePhường, 969631",Tim mạch,11.85,Nhật Hoàng Bùi,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Hồng Phạm,356972587898,22/09/1960,0770259692,hle@example.org,"7 Hoàng Làng, Thị xã JaneThị xã, 899318",Huyết áp cao,10.92,Bảo Mai Bảo Nguyễn,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Lâm Đặng,911828776555,13/10/1988,0918576288,phamjane@example.com,"6 Dương Khu, Huyện JohnPhường, 454361",Huyết áp cao,5.19,Ông Anh Đặng,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Thành Bùi,685216554920,08/12/1958,0357121665,maijane@example.com,"45 Jane Làng, Quận JaneThành phố, 462618",Huyết áp cao,6.96,An Đặng,28/03/2026
90bde900-1529-46f5-aad1-1fe87d1b695e,Bà Duyên Bùi,014918306697,10/02/1975,0807058195,janele@example.com,"781 Jane Ngõ, JohnQuận, 831253",Tiểu đường,8.47,Hương Mai,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Chị Mai Vũ,253817168938,12/02/1995,0873263521,johndang@example.org,"883 Jane Số, Huyện JohnThị xã, 754926",Tim mạch,8.6,Phúc Vũ,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Cô Chi Nguyễn,611892364395,15/05/2005,0975323432,ple@example.org,"029 John Dãy, JaneHuyện, 563517",Huyết áp cao,4.22,Anh Nam Trần,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Kim Bảo Phạm,191250463348,11/09/1935,0344378605,jane91@example.com,"4 Đặng Đường, JaneThị xã, 663994",Tiểu đường,8.2,Hạnh Mai,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Cô Bảo Vũ,720151730128,02/06/1995,0820183212,tranjane@example.org,"347 Jane Khu, JohnPhường, 106591",Tiểu đường,7.22,Hải Hoàng,15/02/2026
b4258e19-1758-447e-a7cd-e1436de21429,Bà Hồng Trần,483954481201,02/04/2000,0882090534,john30@example.net,"679 Vũ Ngõ, JaneXã, 383157",Huyết áp cao,11.72,Cô Duyên Trần,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Lâm Đức Đặng,815382260727,06/07/1936,0983066176,vujohn@example.org,"004 Vũ Dãy, Huyện JohnQuận, 936279",Khỏe mạnh,8.46,Bác Dũng Mai,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Dũng Vũ,933727335986,27/04/1963,0757530653,jane84@example.net,"66 Mai Ngõ, JohnQuận, 841732",Khỏe mạnh,8.63,Xuân Bùi,15/01/2026
0387f74d-1149-4096-965d-744f0445c1a8,Chị Lâm Lê,848701253599,03/08/1943,0786664123,johnduong@example.net,"994 Mai Khu, JohnXã, 830140",Khỏe mạnh,7.88,Xuân Nguyễn,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Phương Đức Đặng,687945837856,02/11/1967,0746097514,janenguyen@example.org,"79 Nguyễn Hẻm, JanePhường, 680468",Tiểu đường,4.27,Quang Hoàng,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,Nhật Hữu Lê,838778697267,15/10/1993,0598486763,jane13@example.net,"30 Hoàng Ngõ, Quận JohnQuận, 464206",Tiểu đường,6.1,Bảo Mai Bùi,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Phúc Bùi,927914858717,26/07/1999,0962023903,jane98@example.org,"52 John Tổ, JaneHuyện, 493232",Huyết áp cao,9.68,Quý cô Dương Dương,11/04/2026
66a302d6-f43e-4c48-8bc1-f9e5fb3df063,Nhiên Hữu Lê,974440182772,23/08/1977,0878949169,janepham@example.org,"28 John Ngõ, Quận JohnPhường, 184122",Huyết áp cao,4.09,Hải Dương,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Bác Tùng Lê,449977945431,27/07/1986,0750612211,johnnguyen@example.com,"76 Trần Tổ, Huyện JaneThị xã, 160895",Tiểu đường,9.16,Trọng Đức Bùi,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Dũng Hoàng,826214099432,26/03/1978,0744606715,janetran@example.com,"284 Mai Làng, JaneXã, 877148",Huyết áp cao,7.75,Bà Nhật Nguyễn,10/02/2026
43d78f2b-769d-41e3-8eed-412473b0d676,Quý cô Hà Nguyễn,908049343395,05/10/1976,0966766509,zhoang@example.net,"810 John Hẻm, JohnHuyện, 459366",Huyết áp cao,11.5,Lâm Lê,28/01/2026
d49347fc-0fc9-4d2e-830f-9be91f178f93,Khoa Trần,804696432084,08/01/1986,0318067048,rpham@example.org,"231 John Làng, Huyện JohnQuận, 985475",Huyết áp cao,4.43,Vũ Quang Hoàng,06/01/2026
