patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,Vũ Hải Vũ,278507984343,06/12/1965,0757505853,johnnguyen@example.org,"1 Bùi Làng
JaneThị xã, 355836",Khỏe mạnh,10.31,Cô Hà Bùi,12/02/2026
b227462c-f53d-4330-8dda-24ba2d06e8cf,Ông Tùng Phạm,829935931201,16/11/1951,0505746130,zle@example.com,"98 Mai Dãy
Thị xã JaneHuyện, 888295",Tiểu đường,6.7,Bà Vi Mai,05/04/2026
709b7d97-464c-44af-bd3f-3799a07295e9,Nhật Vũ,118061154043,10/04/1967,0886428873,jane58@example.org,"23 Jane Số
JaneThị xã, 165290",Tiểu đường,10.87,Quý cô Hồng Hoàng,04/01/2026
9360715f-c3fe-4183-a172-b725db52ca58,Nhật Văn Đặng,308298251437,01/01/1976,0821264646,ibui@example.net,"34 Dương Đường
JanePhường, 812131",Huyết áp cao,8.21,Nhật Xuân Dương,25/01/2026
06e745f9-88bc-439c-9f4c-3b79fb10987f,Khoa Văn Trần,950834966211,10/09/1993,0362838909,janele@example.org,"755 Vũ Số
JohnThị xã, 120324",Tiểu đường,4.18,Linh Phạm,07/05/2026
a6d964a3-f510-4b53-87fe-e39f1190f938,Vi Nguyễn,361969997840,05/01/1969,0392700021,johnhoang@example.org,"1 Jane Khu
JohnXã, 736745",Khỏe mạnh,5.94,Bảo Vũ,21/01/2026
4fdc6e1b-edcb-4cb6-8692-dc639424aed5,Kim Hoàng Trần,448326680724,30/05/1968,0936822584,vujohn@example.net,"6 Trần Tổ
Thị xã JaneThành phố, 554582",Huyết áp cao,11.5,Bảo Trí Bùi,04/02/2026
a6846099-f729-4951-8591-31d2bbda0242,Trọng Mai,676409628420,28/02/2001,0974626103,ubui@example.net,"473 Hoàng Số
JohnThị xã, 992288",Khỏe mạnh,11.41,Phúc Mai Bảo Phạm,10/03/2026
4797b2c9-5720-4246-8223-623bcc3ebdde,Tùng Nguyễn,653759617488,02/09/2005,0588064240,johnpham@example.net,"7 Dương Đường
Huyện JohnThị xã, 825391",Khỏe mạnh,4.38,Bà Dương Hoàng,13/03/2026
58007c02-87ea-4ff5-8db0-674679279973,Nhật Tấn Đặng,473980588768,10/02/1997,0956525913,jane43@example.org,"823 Jane Khu
JohnQuận, 410636",Tim mạch,4.86,Bà Lan Vũ,03/01/2026
4639447b-2067-4dac-88bd-13d1b540b30e,Ngọc Mai,263023272510,13/02/1975,0901986580,janetran@example.org,"75 John Khu
JohnThành phố, 520172",Tiểu đường,11.83,Ông Nhiên Nguyễn,30/01/2026
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,Vũ Phạm,337924393433,25/06/1951,0953685489,mhoang@example.net,"74 Vũ Đường
Quận JohnHuyện, 792509",Tim mạch,9.1,Bảo Phạm,03/02/2026
00af5b3a-2812-459a-9337-739e8d4f5d27,Nhật Mai Bảo Vũ,658573377381,20/10/1939,0363050475,janevu@example.net,"3 Hoàng Làng
JohnXã, 335729",Khỏe mạnh,6.18,Bà Bảo Trần,12/01/2026
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Bảo Trần,271973230032,24/02/1999,0767206092,jane48@example.net,"0 Đặng Khu
Thành phố JohnPhường, 976566",Huyết áp cao,10.04,Vi Vũ,22/04/2026
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Quý ông Anh Lê,527948436847,06/09/1994,0924831679,etran@example.com,"1 Jane Số
JanePhường, 519904",Huyết áp cao,10.7,Chi Trần,03/03/2026
f85e06a1-1dad-49b2-92c2-1221409d3602,Phương Văn Mai,421229613132,26/03/1998,0731797076,mnguyen@example.net,"7 John Khu
Huyện JanePhường, 608257",Huyết áp cao,10.38,An Hoàng,16/02/2026
8d03c91e-4f8d-4238-a88b-78b5b5b453ca,Vân Bùi,207387343895,17/01/1948,0802861094,johnduong@example.org,"48 Bùi Dãy
JohnThị xã, 678043",Tiểu đường,4.1,Quý cô Lâm Hoàng,09/04/2026
dd30de89-22f2-45f2-a11b-868dbf0d073d,Hạnh Bùi,524980368955,13/08/1981,0741242183,john44@example.net,"787 Đặng Số
JaneQuận, 831380",Huyết áp cao,11.77,Quý cô Mai Bùi,09/01/2026
b489d070-7914-48a8-bea4-ff31517400f8,Kim Trí Dương,037920201565,25/05/1940,0977375053,janetran@example.com,"262 Jane Khu
JanePhường, 184216",Huyết áp cao,11.27,Tùng Hữu Đặng,02/05/2026
7cea2045-c268-483e-a32f-2e63b7fddd71,Duyên Trần,064772066065,24/04/1967,0353643005,john16@example.org,"24 John Tổ
Huyện JaneHuyện, 551607",Khỏe mạnh,6.42,Chị Phương Bùi,20/04/2026
2b840c67-2e18-4554-8ae2-8e66ae8a7813,Cô Khoa Bùi,793087438697,19/02/1968,0839822394,jhoang@example.org,"40 Vũ Hẻm
Thị xã JaneXã, 413685",Tim mạch,11.93,Nhật Đức Dương,28/02/2026
da743152-627b-41a1-bfd6-f23232ffe294,Ông Quang Bùi,658556440131,18/03/1984,0962920012,jane06@example.com,"7 Phạm Tổ
Quận JanePhường, 892280",Tim mạch,8.24,Cô Hải Nguyễn,01/03/2026
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,Hoàng Quang Vũ,652536291692,29/10/1979,0836530234,mle@example.org,"8 Lê Khu
JanePhường, 455168",Huyết áp cao,11.29,Nhật Trần,28/01/2026
dc322c97-39c1-4262-b76c-8edec1101266,Phương Phú Trần,389253765095,22/01/1989,0887594195,vujohn@example.com,"6 Trần Làng
JohnXã, 688678",Khỏe mạnh,3.91,Trọng Hải Trần,04/05/2026
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Huy Trần,016508139966,20/05/1954,0790772488,nguyenjane@example.com,"2 Dương Tổ
JohnThị xã, 786735",Huyết áp cao,4.42,Nhật Hoàng,21/03/2026
08601833-479d-4cda-b396-ea37f065c817,Trung Mai Dương,465292871185,30/06/1967,0536747016,john58@example.net,"31 Trần Làng
Thành phố JaneQuận, 232040",Tim mạch,4.87,Cô Ánh Mai,10/02/2026
dea45c19-d024-4d72-b748-967f961d33ba,Bà Vi Lê,414082974589,29/09/1935,0546268719,john28@example.com,"0 John Tổ
Huyện JohnQuận, 378258",Tiểu đường,3.57,Lan Bùi,13/04/2026
79eb4168-1045-46e5-bee3-eb791d181ee9,Bác Minh Hoàng,089191741775,15/03/1950,0987663360,omai@example.net,"00 Bùi Số
Thị xã JaneThành phố, 184714",Tim mạch,5.1,Trọng Trí Trần,25/01/2026
95da75c1-a211-40f9-9fd3-4579466772ce,Thành Thế Dương,139712770609,01/03/2004,0835359794,ytran@example.net,"73 Đặng Dãy
JanePhường, 199704",Tiểu đường,4.46,Huy Tấn Vũ,14/03/2026
ec48bf55-afd3-40c4-a713-582cf41ea3ac,Ông Vũ Trần,988822810226,18/01/1948,0997909746,vtran@example.net,"0 Trần Số
JanePhường, 153945",Tiểu đường,6.36,Trọng Vũ,10/03/2026
36760ce5-81e5-49f6-93f2-77cc1a85910d,Quý cô Lâm Trần,854816766165,04/01/1983,0346518094,john49@example.org,"4 John Khu
JaneHuyện, 106402",Tiểu đường,3.53,Chị Khoa Bùi,14/01/2026
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,Hương Mai,819341401108,21/08/1964,0793905951,dbui@example.com,"5 John Hẻm
Thành phố JohnHuyện, 564637",Tiểu đường,10.92,Nhật Mai Bùi,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,Huy Đức Vũ,744798316761,03/08/2001,0859554943,john36@example.net,"32 Vũ Tổ
Thành phố JanePhường, 551574",Huyết áp cao,6.24,Chị Kim Mai,14/02/2026
ab05347f-d556-437d-8f08-81ee8011316b,Vũ Hữu Nguyễn,766316383301,23/09/1994,0724136456,duongjohn@example.com,"6 Trần Số
Huyện JohnXã, 582446",Khỏe mạnh,11.61,Vũ Bảo Trần,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,Kim Vũ,274409185842,26/07/1981,0339725110,janele@example.org,"8 Jane Tổ
Quận JohnQuận, 368402",Tim mạch,9.31,Chị Duyên Lê,08/05/2026
c5d95f51-f387-41bd-ad59-72c6134a5a2f,Quý ông Nhiên Hoàng,412633821327,15/06/1996,0893549252,jane27@example.org,"90 Mai Ngõ
JaneThị xã, 139434",Huyết áp cao,7.92,Linh Vũ,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Khoa Hoàng,963718816971,15/05/2004,0789431258,lduong@example.net,"93 Hoàng Dãy
Thành phố JaneThành phố, 950360",Tiểu đường,6.05,Vũ Xuân Nguyễn,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,Bà Thành Vũ,985941637916,01/02/1988,0395540792,rdang@example.net,"518 Vũ Khu
Huyện JohnXã, 795847",Khỏe mạnh,9.52,Bà Hạnh Bùi,26/01/2026
15b02530-f020-4992-b576-255e98549f22,Tùng Bùi,736890400090,24/01/1980,0874782764,johnbui@example.net,"23 Dương Làng
Quận JohnThành phố, 410160",Huyết áp cao,6.98,Phương Mai,13/04/2026
e05b46c5-5636-4094-a974-31db09a9d1c1,Quý cô Bảo Lê,128164846686,21/12/1959,0532779687,janenguyen@example.com,"94 Phạm Làng
JaneQuận, 485709",Khỏe mạnh,10.66,Quý ông Khoa Bùi,08/04/2026
297ca4ff-f75d-499f-ab2d-5b0987079ad4,Chị Ánh Vũ,732086580007,17/06/1942,0351805868,jdang@example.org,"12 Dương Hẻm
JohnQuận, 956375",Khỏe mạnh,9.02,Bác Nam Bùi,11/01/2026
3c5bf3a7-5fbb-40b1-8083-89c8657e01c9,Hà Phú Phạm,071083890202,13/03/1939,0800793131,john52@example.org,"2 Dương Đường
Thành phố JaneQuận, 975522",Huyết áp cao,11.27,Quý cô Hà Vũ,16/02/2026
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,Hải Mai Trần,090101849785,12/06/1950,0301054218,ihoang@example.org,"2 Bùi Đường
JohnXã, 536802",Huyết áp cao,9.77,Cô Phương Đặng,14/01/2026
81e03a5e-8b48-4496-86ab-d4e7f4124360,Hồng Dương,728068310323,14/04/1941,0795950295,qdang@example.net,"31 Lê Đường
JanePhường, 283594",Tiểu đường,6.94,Quý ông Phúc Lê,13/01/2026
752a7d25-f190-4b7e-86b4-69efb74eba93,Thảo Phạm,271964402194,27/04/1941,0738719638,johndang@example.com,"03 Đặng Đường
JaneThành phố, 938171",Khỏe mạnh,9.89,Huy Hữu Dương,17/03/2026
7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,Bác Minh Vũ,285550655186,08/08/1946,0851119234,btran@example.net,"Huyện JaneThành phố
44 Hoàng Số, 274739",Khỏe mạnh,11.63,Bác Bảo Nguyễn,10/03/2026
46494296-6f58-42c3-bf86-cc319d66e815,Hương Bùi,548365788645,21/10/1984,0997248355,johnle@example.net,"213 Đặng Số
Quận JaneHuyện, 490084",Tiểu đường,10.13,Ông Nhiên Lê,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,Quang Trần,814654519609,20/11/1938,0987746936,janemai@example.com,"47 Jane Dãy
Thành phố JohnThành phố, 574001",Tiểu đường,8.04,Quý cô Hà Đặng,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Khoa Lê,979959208511,20/01/1959,0357466322,john13@example.org,"589 Dương Hẻm
Thành phố JaneThị xã, 851759",Tim mạch,11.49,Quý ông Huy Hoàng,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,Nhật Dương,732344616440,09/10/2005,0769249734,john89@example.org,"80 John Khu
Quận JanePhường, 336422",Tim mạch,4.35,Minh Thế Trần,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Hoàng Vũ,309228699397,19/12/2007,0398976201,maijohn@example.net,"995 John Ngõ
Huyện JohnXã, 536822",Tiểu đường,11.02,Chi Mai,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Quý cô Thảo Dương,989645466244,16/04/1945,0966347645,lejane@example.com,"92 Đặng Tổ
JohnHuyện, 639995",Tiểu đường,8.2,Thành Phạm,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Cô An Vũ,073076343908,23/08/1987,0729044870,kpham@example.com,"278 Dương Khu
JohnThành phố, 512344",Khỏe mạnh,8.92,Anh Trung Hoàng,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Bác Tùng Nguyễn,181256644485,27/12/1949,0780417000,qle@example.net,"06 John Tổ
JohnThị xã, 628750",Tim mạch,10.58,Bác Trọng Hoàng,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Dũng Phú Lê,014405781698,14/06/1962,0979125960,cmai@example.org,"87 John Tổ
JohnThị xã, 746447",Tim mạch,11.72,Nhiên Đặng,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Châu Nguyễn,661656818808,29/06/1985,0537357017,john69@example.com,"7 Hoàng Làng
Thị xã JohnXã, 759580",Tiểu đường,9.28,Bảo Hải Nguyễn,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Chi Đặng,037658020871,09/05/1992,0701491405,janepham@example.com,"0 John Tổ
JaneHuyện, 281594",Huyết áp cao,11.7,Bác Tùng Đặng,05/05/2026
9c2dfa97-43ad-4d62-b17c-fb21cdbc2c1c,Anh Quang Vũ,159799530828,26/12/1975,0892266995,janevu@example.net,"75 Vũ Ngõ
JaneHuyện, 910616",Tim mạch,7.83,Bà An Vũ,16/01/2026
a7edc8d8-713f-4f8c-ac8b-e53758ab4778,Châu Phạm,155521087058,10/11/1962,0358841267,jane21@example.net,"083 John Ngõ
JanePhường, 595351",Tim mạch,6.44,Hải Lê,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Quý cô Hải Dương,659221874279,04/05/2000,0854931861,janedang@example.com,"9 John Hẻm
JohnThành phố, 976822",Tiểu đường,5.18,Nhật Xuân Vũ,08/01/2026
9a4ffc0c-9165-42ed-8c63-6e95025f5543,Thành Vũ,947879884239,12/03/1997,0802990252,gle@example.com,"27 Lê Đường
JaneXã, 807160",Huyết áp cao,4.08,Chị Duyên Bùi,25/03/2026
669d01ff-1634-425b-93f3-007383e96ef4,Bảo Lê,624633659699,04/05/2000,0709990124,john04@example.com,"49 Jane Tổ
Thành phố JohnThị xã, 421709",Khỏe mạnh,10.6,Quý cô Hải Mai,02/03/2026
ea87855e-a382-45d3-9e0e-f546b0b6dedf,Quang Hoàng,013298985827,01/06/1965,0789139560,johnduong@example.org,"87 John Ngõ
JaneThành phố, 691573",Tim mạch,7.0,An Mai,09/04/2026
265cb9d9-8962-4f6e-929c-93b333c08bf1,Bà Phương Dương,751842838308,07/03/1951,0789317870,janetran@example.net,"28 Dương Đường
JanePhường, 122827",Huyết áp cao,8.26,Hạnh Văn Phạm,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Phương Nguyễn,210622471368,01/10/1944,0793745076,snguyen@example.com,"6 Bùi Dãy
JaneThành phố, 815894",Tim mạch,6.41,Bà Hà Lê,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Cô Vi Nguyễn,204537299759,19/12/1975,0900659424,bmai@example.net,"752 Phạm Ngõ
Thị xã JohnQuận, 316092",Huyết áp cao,4.6,Hà Hoàng,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Mai Nguyễn,217453845207,08/02/1990,0862688666,ipham@example.org,"843 Hoàng Tổ
Huyện JohnPhường, 646571",Huyết áp cao,10.81,Quý cô Thảo Vũ,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Quý cô Phương Dương,157071479814,27/09/1941,0848960926,jane85@example.net,"62 Phạm Làng
JohnThị xã, 160423",Huyết áp cao,8.54,Kim Trí Bùi,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Nhật Đặng,219567998799,11/12/1947,0731992115,johnvu@example.com,"398 Jane Làng
JaneThành phố, 322096",Khỏe mạnh,5.24,Cô Yến Dương,17/02/2026
345af934-b42a-4d93-9aba-0f15b2149062,Lâm Tấn Vũ,898408480936,02/03/1987,0847313925,pmai@example.com,"7 Trần Dãy
JohnHuyện, 428122",Tim mạch,11.97,An Hải Lê,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Hạnh Trí Phạm,930595776375,02/04/1980,0528842599,janehoang@example.org,"77 Lê Tổ
Quận JaneQuận, 668471",Huyết áp cao,7.0,Vân Nguyễn,15/01/2026
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,Hồng Lê,479070445925,09/11/1966,0863588717,lejohn@example.org,"997 Nguyễn Đường
JohnThành phố, 655134",Tiểu đường,4.98,Tùng Vũ,04/01/2026
ac8d6c7d-b2a6-4468-902b-124380913ac1,Bảo Đức Trần,518132623813,23/09/2006,0550503293,johnpham@example.net,"61 Bùi Dãy
Quận JanePhường, 968286",Tiểu đường,4.54,Hải Nguyễn,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Ông Nam Lê,107472692476,12/08/1946,0891787932,pbui@example.com,"0 John Dãy
JohnThành phố, 817675",Khỏe mạnh,8.41,Tùng Hoàng,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Nam Hoàng Hoàng,195836160586,25/12/1954,0309919874,ttran@example.org,"8 Bùi Hẻm
Huyện JohnThành phố, 558320",Tim mạch,10.56,Cô Linh Hoàng,30/04/2026
f80b2cea-658e-44a2-9879-cf35f4719986,Nam Đức Dương,462419672286,17/02/2002,0342192041,janemai@example.com,"943 John Khu
Thị xã JohnPhường, 508548",Tim mạch,4.18,Quang Đức Trần,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Tú Lê,341710222605,29/03/1947,0556258458,janeduong@example.net,"015 Jane Số
Huyện JaneThị xã, 917018",Khỏe mạnh,5.84,Nhật Mai,17/02/2026
af70de70-2b69-495e-8567-1b58926bffa5,Bảo Trí Vũ,487514309375,05/05/1976,0514467672,jane21@example.org,"71 Vũ Làng
JohnThị xã, 212168",Tiểu đường,5.73,Bà An Bùi,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Bảo Tấn Bùi,840780060529,19/11/1953,0730023295,jane93@example.com,"47 Jane Số
JaneHuyện, 219420",Khỏe mạnh,6.88,Chị Dương Mai,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Quý cô Vi Vũ,196619981782,08/10/1944,0748242743,iduong@example.net,"2 Bùi Ngõ
JaneXã, 520274",Huyết áp cao,6.85,Phương Thị Đặng,15/04/2026
15c1604f-ea16-4354-a35f-c9c198049562,Lâm Đặng,115884034151,30/12/1957,0797473407,hoangjane@example.com,"JohnThành phố
38 Jane Tổ, 510133",Huyết áp cao,8.75,Anh Quang Nguyễn,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Hà Lê,947979281185,07/10/1982,0504600992,jane73@example.net,"775 Jane Đường
Thành phố JanePhường, 214675",Tim mạch,11.85,Chị Phương Lê,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Anh Thành Lê,960689388309,22/09/1960,0763143594,bbui@example.net,"96 Nguyễn Làng
Huyện JohnXã, 206694",Huyết áp cao,10.92,Bà Thành Phạm,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Bác Trọng Bùi,431971944709,13/10/1988,0920576882,dangjane@example.com,"9 John Tổ
Quận JaneThành phố, 291936",Huyết áp cao,5.19,Hoàng Hữu Bùi,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Quý cô Hải Mai,598100069825,08/12/1958,0963355802,janevu@example.org,"0 Nguyễn Dãy
Quận JaneXã, 629990",Huyết áp cao,6.96,Quý ông Châu Bùi,28/03/2026
90bde900-1529-46f5-aad1-1fe87d1b695e,Vi Phạm,190438350060,10/02/1975,0309585061,vujohn@example.net,"7 John Khu
JohnPhường, 562806",Tiểu đường,8.47,Quý cô Hương Phạm,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Quang Trần,681001949522,12/02/1995,0933037457,phamjohn@example.net,"9 Lê Hẻm
Quận JohnXã, 467856",Tim mạch,8.6,Trọng Mai,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Nhiên Vũ,049875876371,15/05/2005,0344590762,lejane@example.org,"Quận JohnQuận
672 Bùi Số, 573947",Huyết áp cao,4.22,Hải Trần,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Bảo Mai Bảo Đặng,250836642387,11/09/1935,0503367486,duongjane@example.org,"637 Đặng Khu
JohnXã, 993829",Tiểu đường,8.2,Bác Hưng Nguyễn,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Hương Lê,560580320691,02/06/1995,0759455156,bnguyen@example.org,"Huyện JohnHuyện
5 Trần Tổ, 796787",Tiểu đường,7.22,Cô Kim Vũ,15/02/2026
b4258e19-1758-447e-a7cd-e1436de21429,An Phạm,974476835635,02/04/2000,0878102846,lejohn@example.net,"516 Jane Ngõ
Thị xã JohnPhường, 945106",Huyết áp cao,11.72,Hà Đặng,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Chị Hà Mai,354742278928,06/07/1936,0305508978,janedang@example.net,"97 John Ngõ
Thành phố JaneHuyện, 550246",Khỏe mạnh,8.46,Hoàng Hải Vũ,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Nam Vũ,194128394753,27/04/1963,0389061469,janevu@example.net,"61 Jane Ngõ
Huyện JaneQuận, 505629",Khỏe mạnh,8.63,Thành Xuân Dương,15/01/2026
0387f74d-1149-4096-965d-744f0445c1a8,Trung Nguyễn,361921288215,03/08/1943,0824111647,smai@example.net,"61 Jane Ngõ
JohnXã, 313068",Khỏe mạnh,7.88,Bà Kim Hoàng,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Hạnh Bùi,526413957807,02/11/1967,0737011173,phamjohn@example.com,"21 John Đường
Thị xã JaneXã, 642347",Tiểu đường,4.27,Phúc Đặng,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,An Đặng,562547557375,15/10/1993,0584020449,john49@example.net,"5 Jane Hẻm
JohnHuyện, 910894",Tiểu đường,6.1,Khoa Trần,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Mai Nguyễn,764199718064,26/07/1999,0924715305,jane22@example.org,"536 Vũ Ngõ
JohnXã, 806033",Huyết áp cao,9.68,Lan Phạm,11/04/2026
66a302d6-f43e-4c48-8bc1-f9e5fb3df063,Nhật Vũ,653379516575,23/08/1977,0965629971,john87@example.org,"4 Jane Tổ
JohnPhường, 673108",Huyết áp cao,4.09,Chị Ngọc Bùi,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Linh Nguyễn,181153489182,27/07/1986,0545017344,john38@example.org,"410 Jane Tổ
JohnXã, 200219",Tiểu đường,9.16,Quý cô Hà Hoàng,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Chị Hạnh Vũ,150909187351,26/03/1978,0727474594,udang@example.com,"291 John Hẻm
JaneHuyện, 526259",Huyết áp cao,7.75,Phương Đặng,10/02/2026
43d78f2b-769d-41e3-8eed-412473b0d676,Hà Lê,860856241593,05/10/1976,0508772620,phamjane@example.org,"68 Jane Khu
Thành phố JaneThị xã, 682959",Huyết áp cao,11.5,Cô Chi Trần,28/01/2026
d49347fc-0fc9-4d2e-830f-9be91f178f93,Chị Mai Bùi,388506535738,08/01/1986,0317421297,hoangjane@example.org,"721 Trần Đường
JohnQuận, 701761",Huyết áp cao,4.43,Nhật Hữu Dương,06/01/2026
2c3d17e2-6d39-4a75-aee7-0ab261fa8e7a,Trung Xuân Vũ,021967401736,12/06/1973,0531075890,cle@example.net,"4 Bùi Dãy
Thành phố JaneThị xã, 243902",Tim mạch,10.06,Lâm Hải Mai,04/01/2026
